,hour,bubble
227,227,-0.004113988179003647
228,228,-0.0040489006696427625
229,229,-0.010521377864728862
230,230,-0.00571523915461632
231,231,0.011427479608482905
232,232,0.004182091182091057
233,233,0.012265744507729897
234,234,0.011668385345997354
235,235,0.0023995686168779605
236,236,-0.009012991803278789
237,237,0.006687976125881836
238,238,-0.00898743855816482
239,239,-0.005518889798145105
240,240,-0.0023562313331523597
241,241,0.002123170731707231
242,242,-0.004234894021739
243,243,0.006795739294371141
244,244,-0.003744926350245587
245,245,-0.005115422573609565
246,246,0.004764468371467051
247,247,-0.001669299918278369
248,248,-0.005150566140446572
249,249,-0.004777307168165684
250,250,0.0040644408163267275
251,251,0.002727718724448186
252,252,-0.003972037087537592
253,253,0.005940860215053815
254,254,0.0018719305331178658
255,255,0.000298245614035003
256,256,0.00485611111111105
257,257,-0.002783130853625885
258,258,-0.0040433832175306925
259,259,0.0038167747939377465
260,260,0.006731090524086916
261,261,0.0065442837982830964
262,262,0.001882727027755378
263,263,-0.006361894333424453
264,264,0.0025286099137930866
265,265,0.002063406770553384
266,266,0.0021298196500672854
267,267,-0.002853643998916155
268,268,-0.002610601626016303
269,269,0.0053869294274299755
270,270,-0.006859873041599119
271,271,-0.003356391363022755
272,272,0.004977538050734447
273,273,-0.0020177187753995665
274,274,0.0026597259537882913
275,275,0.002470922538999644
276,276,-0.0006967859078592365
277,277,0.0026461168935147834
278,278,0.002000801496126259
279,279,-0.0003788903924220258
280,280,0.00842213883677284
281,281,-0.005459940652818861
282,282,0.0033482845637584657
283,283,-0.001445991379310243
284,284,-0.0035550524334498866
285,285,0.005354901648059412
286,286,-0.0013678676274353142
287,287,0.002093280632411067
288,288,0.0015708821170810695
289,289,0.003344550546812428
290,290,-0.0034070702702700996
291,291,0.002383511984917852
292,292,-0.003463831521739138
293,293,-0.005938624999999953
294,294,0.003828411240205341
295,295,0.0022950121326504283
296,296,-0.004056283233857874
297,297,-0.0020727913279134395
298,298,-0.0018190424668650333
299,299,-0.002832684182015138
300,300,0.0028396122778675797
301,301,0.00197678465279654
302,302,0.0019354058441560034
303,303,0.0019653960529873726
304,304,-0.0013357803153888144
305,305,0.0024472106261859902
306,306,-0.001974983686786276
307,307,0.0023758099352052782
308,308,0.003933268712978005
309,309,0.003926381260097048
310,310,-0.0032326778924497267
311,311,-0.11920239065471344
312,312,-0.011777905787348726
313,313,-0.00646894904458576
314,314,0.007488578961244447
315,315,-0.008731309904153342
316,316,-0.009724707135250202
317,317,-0.003686644527098818
318,318,-0.0034248529801324855
319,319,0.002644908232826536
320,320,-0.004345063025210131
321,321,-0.006139339968569885
322,322,-0.0024646290491117514
323,323,0.008504800000000111
324,324,0.0021463685427908392
325,325,-0.007979782270606561
326,326,0.005282442748091576
327,327,0.00576915656565659
328,328,-0.009443490613901541
329,329,-0.014464886251236358
330,330,-0.0032349705159705144
331,331,0.0014498935140366423
332,332,0.0019845915630333517
333,333,-0.003773564453125058
334,334,-0.003503532277710127
335,335,0.010225140712945757
336,336,0.0037598099762470136
337,337,0.0041178529754958585
338,338,-0.0007574437182281518
339,339,-0.009112485763802854
340,340,-0.004683829042739171
341,341,-0.0018795619896065884
342,342,-0.0008001726689689662
343,343,-0.0006513219668889821
344,344,0.004269378911892183
345,345,0.003663517338995032
346,346,-0.0049186602870812425
347,347,-0.0017707559395248157
348,348,0.007003258980981271
349,349,-0.009135446685879013
350,350,-0.006672019956193625
351,351,-0.003999665683382576
352,352,-0.0029457364341084614
353,353,0.0019516303044835172
354,354,0.0036994011976047964
355,355,0.0045934297912712495
356,356,-0.004599039615846356
357,357,0.004190201435517384
358,358,-0.006388441711988579
359,359,0.0026112933025404066
360,360,-0.0025562765432098804
361,361,-0.0038670850698700816
362,362,-0.0020237918215613125
363,363,0.006169491525423748
364,364,-0.0026062252626436397
365,365,0.0019696671490594076
366,366,-0.0030136519607843106
367,367,0.003135016998542997
368,368,-0.0017382016890211945
369,369,0.0023380600689313956
370,370,0.0026283618581907395
371,371,-0.005310597892673317
372,372,-0.0020786240786241136
373,373,0.002172841075794619
374,374,0.0023109756097560628
375,375,0.0018307853658535314
376,376,0.0014194669251272665
377,377,0.0015503875968993677
378,378,-0.0031173594132029338
379,379,-0.0017814553419324567
380,380,0.0019402734468698226
381,381,0.0038735194585448724
382,382,0.0030088750299832774
383,383,-0.0012787755102040214
384,384,0.0015395482940894461
385,385,0.003428571428571335
386,386,0.0015086145857918498
387,387,-0.0022110552763818323
388,388,0.004187025831975766
389,389,0.008230608937254077
390,390,-0.004221961756373921
391,391,-0.0028136158192088806
392,392,-0.001928624795704106
393,393,0.005083598003629581
394,394,0.0027290340514246566
395,395,-0.011870283018868
396,396,-0.002403959462644436
397,397,0.003111223825034993
398,398,-0.002009478672985931
399,399,0.0039365
400,400,0.0017534503713706147
401,401,0.0036900879120880057
402,402,-0.000857599999999989
403,403,0.001735482851985567
404,404,-0.003362459893048305
405,405,0.0019934210526316738
406,406,-0.0021248674537759143
407,407,-0.0023870884658455955
408,408,-0.0018506131549609615
409,409,0.00232472437458474
410,410,-0.0008782113641388927
411,411,-0.0018700277520814872
412,412,-0.0023840445269016053
413,413,0.0012733908306852963
414,414,-0.0016408032861705626
415,415,0.005173037774259374
416,416,0.0037410372881355645
417,417,-0.0029414847161572024
418,418,-0.000687709872397611
419,419,0.0013991417253522089
420,420,0.0008879367172049672
421,421,-0.0027448367754829574
422,422,0.003389644580956519
423,423,-0.00026060468288262317
424,424,-0.0032869462025317295
425,425,-0.002123372781065102
426,426,0.0008036482231217202
427,427,-0.0027465011286682325
428,428,0.00025633451170998877
429,429,-0.004933666814551982
430,430,0.0018289118705038393
431,431,-0.0011672173718379408
432,432,-0.016659726027397414
433,433,-0.0055768808152415325
434,434,-0.002764617256637118
435,435,0.002264957264957294
436,436,-0.005126537785588776
437,437,-0.004858968708682211
438,438,-0.0020971302428256016
439,439,0.0008185930309008836
440,440,0.0015405933682373879
441,441,-0.0029361769911503692
442,442,-0.012452634088200102
443,443,-0.00514161220043584
444,444,-0.0029332477597481072
445,445,0.0008442765957447773
446,446,0.0028738781294283676
447,447,-0.0037000000000001125
448,448,0.003240836700736785
449,449,0.0029313684210527297
450,450,-0.002930984555984542
451,451,-0.0007688364408781056
452,452,0.002889235100891553
453,453,-0.013452666987025333
454,454,-0.009573301549463729
455,455,-0.0076921181796521685
456,456,-0.006626932603000634
457,457,-0.0019461330166269328
458,458,0.0008205698005698253
459,459,0.0016621265584568414
460,460,-0.0022325952380954123
461,461,-0.0008471766935103333
462,462,0.004470016207455398
463,463,0.0034129465930018248
464,464,0.0021155442804428794
465,465,0.003986210526315725
466,466,0.0018092168536752774
467,467,-0.0006267281105991222
468,468,-0.002613713200379707
469,469,-0.0020764582849175615
470,470,0.0014472748004559198
471,471,-0.0008787528868360393
472,472,-0.002572714681440327
473,473,0.0017013473395753465
474,474,0.0034645728643215743
475,475,-0.002523471490725808
476,476,0.0017128600589702957
477,477,0.0058545434047351215
478,478,-0.0030423050537387608
479,479,0.0006248874744259744
480,480,0.001622774750227001
481,481,-0.0029874686716791963
482,482,-0.0023224117909781683
483,483,0.003322785082992019
484,484,0.0011655045871559213
485,485,-0.0037727484989993685
486,486,0.002106304395847168
487,487,0.0016296947067865701
488,488,0.0030819465146866187
489,489,-0.002930371673630935
490,490,-0.001924842794759805
491,491,-0.002104535542956662
492,492,-0.0011909090909091116
493,493,-0.0019745204589739235
494,494,0.0015445397983267042
495,495,0.0004958866782005478
496,496,0.0008731213243301955
497,497,0.0010441592342833224
498,498,-0.0029846984698470077
499,499,0.0021464262437540954
500,500,-0.00451883603682591
501,501,-0.0044023814773979635
502,502,0.0014415593952483202
503,503,-0.00288649617486324
504,504,-0.00318618881118897
505,505,0.002580807223672767
506,506,-0.0009700131868130548
507,507,-0.003725770925110081
508,508,-0.0021894089211163406
509,509,0.0025826031263571463
510,510,0.003982814178302812
511,511,-0.00653371154265771
512,512,-0.0026222093277863917
513,513,-0.0018076923076922843
514,514,-0.0054430876580898015
515,515,-0.003504118161925477
516,516,0.0006404616724739536
517,517,0.0023435796817091307
518,518,0.0015556191308146736
519,519,0.00548890217391322
520,520,-0.0030780700218819984
521,521,-0.002653189901207659
522,522,0.0018351274787534021
523,523,0.002695267175572501
524,524,0.0019668482999128704
525,525,0.003670207741089135
526,526,0.003277375545851475
527,527,0.0036294771241828323
528,528,0.0016114272930649472
529,529,-0.010017467248908361
530,530,-0.00427653932584278
531,531,-0.0015370900067675586
532,532,0.0040656370569762314
533,533,-0.0037474402730376497
534,534,0.006407017543859829
535,535,0.008160132376037814
536,536,-0.006913821917808343
537,537,-0.0033898305084744665
538,538,0.00485717524370885
539,539,0.0060998404376567976
540,540,-0.0017557323350490582
541,541,0.0021319749942116527
542,542,0.004076024730936569
543,543,-0.0030865630076585683
544,544,0.001783701268201107
545,545,-0.005600817102137795
546,546,0.001297549591598674
547,547,0.0017305012944223955
548,548,0.0032579742765273772
549,549,0.0030013783597518983
550,550,0.0024638117106774095
551,551,0.0018798320111991845
552,552,-0.0030060784313725823
553,553,0.0006931958041959356
554,554,-0.006058252796953052
555,555,-0.001875464311291359
556,556,0.0026283889934148714
557,557,-0.005921959299574039
558,558,0.00514433953378861
559,559,-0.0018483448440104566
560,560,0.0019362819299905566
561,561,-0.0019985517408124486
562,562,-0.0018771463119708755
563,563,-0.003372122344151251
564,564,-0.0011493084370677391
565,565,0.005606000451161778
566,566,-0.006048788360991169
567,567,0.0003654921348316095
568,568,0.0016345062429058328
569,569,0.0020064336917561243
570,570,0.0009455827274729003
571,571,0.0019905315614617463
572,572,0.002072604537366605
573,573,-0.00314094753505202
574,574,0.005923023872678946
575,575,-0.0018028846153846725
576,576,-0.005824572353213208
577,577,0.003158373097023472
578,578,0.002333031878815281
579,579,-0.004153510784763722
580,580,0.0036709535730542254
581,581,0.0022634385646150184
582,582,-0.0014459134615385921
583,583,-0.005488233944954133
584,584,-0.001757188498402636
585,585,-0.00344510932105876
586,586,-0.0014055555555555117
587,587,0.0013419065077909839
588,588,0.0018491674290942864
589,589,0.001371364269141612
590,590,-0.0019916201117318954
591,591,0.0008335567367691681
592,592,-0.0012451002997463801
593,593,-0.0016924676524953323
594,594,0.0016293162588611563
595,595,-0.0016442400551851884
596,596,-0.0036831176875429827
597,597,0.0039745627980921645
598,598,0.0032699908508689365
599,599,-0.001742813156053218
600,600,-0.0016467999999998921
601,601,0.0015008000000000666
602,602,-0.0028142340672074866
603,603,-0.002493620969612642
604,604,-0.001235997690531319
605,605,-0.0020650904033379094
606,606,0.0025086412918108605
607,607,0.006033865814696675
608,608,-0.0028547522935779912
609,609,-0.0025286217948716494
610,610,-0.0008110638297871509
611,611,-0.0035613433858809338
612,612,0.0021732211866333337
613,613,-0.005009174311926648
614,614,0.0018284545454546003
615,615,0.005758661202185806
616,616,-0.007391130395067342
617,617,0.0062118337850043705
618,618,0.0038040673750847106
619,619,0.004527223840466047
620,620,0.0026004038590981085
621,621,-0.003369369776372262
622,622,-0.0026116210716708547
623,623,0.0018028169014083569
624,624,-0.0032083140569393966
625,625,-0.002609896999552032
626,626,0.0023539862314013696
627,627,-0.0016128552218736907
628,628,0.0010956760374833609
629,629,0.0017574615213026246
630,630,0.002823030573532633
631,631,-0.004896590909090905
632,632,-0.0026920036264732974
633,633,0.0014521412556053426
634,634,0.0035563458546342065
635,635,0.004734473161033848
636,636,0.0067156105100465635
637,637,-0.0025979782270607143
638,638,0.01356163043478274
639,639,-0.0038607517482516502
640,640,0.0012659046797498382
641,641,0.01286166666666666
642,642,0.008239853151131996
643,643,-0.004522760646108604
644,644,-0.002765162644281145
645,645,0.0062081165452652605
646,646,-0.0020169966301600505
647,647,-0.014601175000000148
648,648,0.0038774008990602364
649,649,-0.001710128072712309
650,650,-0.0018135052827843137
651,651,-0.0008626217228463802
652,652,-0.014598635502210943
653,653,-0.009227083333333278
654,654,0.008618152215070033
655,655,-0.008084671890303487
656,656,0.00301402767102213
657,657,-0.0050748326112642185
658,658,0.005448481524249336
659,659,0.005074878570040759
660,660,0.004235476976879664
661,661,0.008225190839694687
662,662,0.0015043999999998952
663,663,0.004702614507568211
664,664,-0.01272864000000009
665,665,0.005786259541984759
666,666,-0.003389922360248595
667,667,0.004382647385984309
668,668,0.005183695850849918
669,669,-0.01273544965411226
670,670,-0.020209596928982845
671,671,-0.00641140684410656
672,672,0.003471729800335888
673,673,-0.008652361714177992
674,674,-0.003581174934725773
675,675,0.004812167593755603
676,676,0.0021442168674698342
677,677,-0.0033977455716587847
678,678,-0.003718178217821878
679,679,-0.002025294855708818
680,680,-0.002767090876501074
681,681,-0.004164701195219056
682,682,-0.007148288973384122
683,683,-0.0019993439037725978
684,684,-0.004808318264014484
685,685,-0.0036227165852776157
686,686,0.0005912781421732296
687,687,0.0012910940567553222
688,688,-0.0024038691656154305
689,689,-0.0014625107066380246
690,690,0.004710247349823357
691,691,-0.0022809126770665746
692,692,0.002879338666666553
693,693,-0.0037536900369002494
694,694,-0.0010409628378378344
695,695,0.004177571908853227
696,696,-0.0020967193675888347
697,697,0.0031567039823821464
698,698,0.0037548767022450654
699,699,-0.0024110116148369407
700,700,0.0023913382352943116
701,701,0.001603206412825568
702,702,-0.006032194046306497
703,703,-0.000966561980417543
704,704,0.0033886903682206573
705,705,-0.000740315106580212
706,706,-0.004187082405345109
707,707,-0.0022620829493085965
708,708,-0.0037146512904997204
709,709,-0.0037247097844112687
710,710,-0.00504702194357377
711,711,-0.013931447836673494
712,712,-0.007700217755443905
713,713,0.0031578947368421217
714,714,-0.005571142284569214
715,715,-0.0033964368231045932
716,716,-0.003993945831120438
717,717,-0.0023520721521236637
718,718,0.002126235687863286
719,719,-0.0018757531305902437
720,720,-0.002496229508196668
721,721,-0.006557811594202889
722,722,-0.003544387459224202
723,723,-0.0016480498077273951
724,724,0.0029067335400328864
725,725,-0.002478204414765408
726,726,0.0009957269209507657
727,727,-0.0009297297297298141
728,728,-0.0023049660488161368
729,729,-0.005763313609467434
730,730,-0.002834785833487867
731,731,-0.001703298178331692
732,732,-0.003131101532567056
733,733,-0.0006910456273765517
734,734,-0.0019158068181819323
735,735,0.0025418060200668997
736,736,0.0026897295266717336
737,737,-0.0024174995274994075
738,738,0.002131732032276384
739,739,0.001456202531645529
740,740,-0.003232526610644187
741,741,0.0022723107934763025
742,742,0.0024180922624516357
743,743,0.0018254545454546105
744,744,0.0025479445145019466
745,745,0.002409024918743153
746,746,0.002007727601156078
747,747,-0.003130202739726
748,748,0.0017542129208370815
749,749,-0.00353463040700853
750,750,0.003215571350464652
751,751,0.0013211077844311413
752,752,-0.0014648044692736806
753,753,0.0024536102354904654
754,754,-0.00821709786276718
755,755,0.0014296241709653885
756,756,0.0031641243983708592
757,757,0.0017501842299189726
758,758,-0.002784492376348057
759,759,0.0027109227941176017
760,760,0.003681566243518598
761,761,-0.0036889219061425485
762,762,-0.002859532341874203
763,763,0.001621492224357655
764,764,0.0029460792951540703
765,765,0.0026902226541790524
766,766,-0.003660083348432625
767,767,-0.0012184605574786051
768,768,0.003293099467140229
769,769,0.0023463339011924986
770,770,-0.010520353982300926
771,771,0.0021065801604917248
772,772,-0.006584499999999945
773,773,0.0022034624614328197
774,774,0.0027529249827942803
775,775,-0.0022480856247823876
776,776,-0.005514489973844826
777,777,0.0025906445546247142
778,778,0.0016901990391216125
779,779,0.0018646398341683394
780,780,-0.005966906260930429
781,781,0.002202584211435549
782,782,-0.0006771937172775087
783,783,0.0008050788698215164
784,784,-0.00461802174675557
785,785,-0.002290270650263528
786,786,-0.0023240721288515973
787,787,-0.002523576667830999
788,788,-0.0010746721311474215
789,789,-0.006122617763394579
790,790,-0.003657018813314098
791,791,0.009255627818244901
792,792,0.006379790612458528
793,793,-0.0011398818897636605
794,794,-0.0027908259166963016
795,795,0.0036362587412587665
796,796,0.0024761904761905237
797,797,-0.002532341592920339
798,798,0.0019017110799438917
799,799,0.001111089021815625
800,800,0.001903578387953904
801,801,0.0038399612266477906
802,802,0.00441273493764262
803,803,-0.0038833865814696775
804,804,-0.003238390010627099
805,805,0.0008655710012316993
806,806,0.004294414893617051
807,807,-0.0026223175965664923
808,808,0.005434892086331133
809,809,0.0024390287206267737
810,810,0.0030486464995678475
811,811,0.0021707464496016236
812,812,-0.002969739619985912
813,813,0.003165095229774576
814,814,0.001670128071997275
815,815,-0.002317265556529387
816,816,-0.0019514455931313392
817,817,-0.003170393617021239
818,818,-0.0021563342318058464
819,819,-0.006770814016172498
820,820,-0.0024672528261259485
821,821,-0.003730941704035849
822,822,-0.006255957257346375
823,823,0.01024587839035621
824,824,-0.0016822328842959647
825,825,-0.003079470198675484
826,826,-0.002877697841726652
827,827,-0.0027021290322580475
828,828,-0.0029155137428518983
829,829,0.0034592474827768575
830,830,-0.006075858349811201
831,831,0.0016908230088493671
832,832,-0.003337504481893297
833,833,0.002085775553967145
834,834,-0.004431756878259316
835,835,-0.004414633142447945
836,836,0.00257582548427221
837,837,0.001161558556957511
838,838,0.003134328358208938
839,839,0.0025246796805679776
840,840,0.0028149295272078827
841,841,0.0032759358288771325
842,842,-0.003728113274968704
843,843,0.006077519650654993
844,844,0.0032727272727271
845,845,-0.001619440547176373
846,846,-0.003051655804121987
847,847,0.0019974271844659538
848,848,-0.012731077781653369
849,849,-0.002780205003474584
850,850,0.004003120067170518
851,851,-0.003950934980270995
852,852,0.004745338484797548
853,853,0.0026304673208049144
854,854,-0.007876825771631067
855,855,0.002850913969478398
856,856,-0.012256868363391243
857,857,0.005673366834170791
858,858,0.003344279696714455
859,859,-0.0015438652902351854
860,860,-0.0022868628445797514
861,861,-0.007436883555856063
862,862,-0.003075398867730259
863,863,0.0028985873605947513
864,864,0.0059972934617335575
865,865,0.0011298037275275276
866,866,-0.0018019221126525777
867,867,0.0036288688307385994
868,868,0.006460925833748221
869,869,-0.004333448391420837
870,870,-0.002684991680532448
871,871,0.0031377255421288636
872,872,-0.0042688530048276205
873,873,-0.002316666666666697
874,874,0.011056268509378102
875,875,-0.01374736842105264
876,876,0.005352162833030013
877,877,-0.0025447195553309093
878,878,0.003977461551182279
879,879,0.004104381613756754
880,880,-0.002294212380473071
881,881,0.002882051282051362
882,882,-0.0035778851306095868
883,883,-0.0036054648450516446
884,884,0.0016390141078838209
885,885,-0.00573158425832499
886,886,-0.0037353029544316655
887,887,0.0023091540983605587
888,888,-0.004360781096160194
889,889,0.003293260764392855
890,890,0.003214944020769132
891,891,-0.00011162329212757224
892,892,0.0012104752572268706
893,893,-0.003429401187726848
894,894,0.003987498777904457
895,895,0.0013118731802005232
896,896,-0.004251749105108899
897,897,0.006420362576885617
898,898,0.002580957848121805
899,899,-0.002053399767480417
900,900,0.004393790044356767
901,901,-0.0027558852785145127
902,902,-0.00194563948640995
903,903,0.0015487382483918585
904,904,-0.0010810810810811164
905,905,-0.0024477611940297377
906,906,-0.0018620227729404472
907,907,0.002746373186593292
908,908,0.0022376139188070516
909,909,0.0031966096061159036
910,910,-0.0018306624872925508
911,911,0.0010138954468801294
912,912,-0.002079597038057533
913,913,0.0036635379369138205
914,914,-0.0010774468814255696
915,915,-0.0022829528158297275
916,916,0.0020836709494408885
917,917,0.0027752251952800656
918,918,-0.0005866144618460942
919,919,-0.0013152676801057497
920,920,0.0020315307956215644
921,921,-0.0015609475773110313
922,922,-0.001361873459326339
923,923,-0.005831389536821029
924,924,-0.0025366793766576972
925,925,-0.0016713321167883927
926,926,0.0010991094986808185
927,927,-0.004527545605306832
928,928,-0.006087080086221123
929,929,0.0017171097219938567
930,930,0.000809876543209924
931,931,-0.0068127543917799495
932,932,0.005249132947976825
933,933,-0.002672471254790896
934,934,-0.0031926379856595313
935,935,-0.0016793393889348697
936,936,-0.002763597953457548
937,937,0.0065638709677419355
938,938,-0.0035761154855644046
939,939,0.001995342066957753
940,940,0.003566666666666806
941,941,0.003015539105246233
942,942,0.0022748703823719765
943,943,-0.0025712414018999046
944,944,-0.0024691358024690447
945,945,0.002300937953263445
946,946,-0.0016559944389925828
947,947,0.0028023395613322637
948,948,-0.0034778276033880927
949,949,0.002374205136541072
950,950,0.003332953435363062
951,951,0.0017791949152541522
952,952,-0.00043875307629207564
953,953,0.002207666121113072
954,954,-0.000676014827018017
955,955,0.0016551486113367399
956,956,0.002059725585149305
957,957,-0.008068181818181908
958,958,0.0024470131131617144
959,959,0.0036658662762324387
960,960,-0.0014518518518517917
961,961,-0.0017912007939132426
962,962,-0.003543942992874138
963,963,-0.005947620492079564
964,964,-0.003494615000831742
965,965,-0.001429873417721514
966,966,0.003837245086511029
967,967,-0.002796750719241633
968,968,-0.0023477741770425034
969,969,-0.0046754491017964835
970,970,-0.0036232227488152157
971,971,-0.001816887080366163
972,972,-0.0028435623749165097
973,973,-0.0022653477822581706
974,974,-0.002280773109243701
975,975,0.0009568261376896156
976,976,0.001301954446491304
977,977,0.0027642702612747584
978,978,0.0016212171599600776
979,979,-0.003290344136317932
980,980,0.0028712433862432564
981,981,-0.0033428841607565595
982,982,-0.006685849695328398
983,983,0.002981751213795474
984,984,0.0016784452296820947
985,985,-0.0037589134125637223
986,986,0.0020612161024086664
987,987,-0.0029186219739293527
988,988,0.0014753017532030592
989,989,-0.002129446519524766
990,990,-0.0024131396723526674
991,991,-0.0027356709372892644
992,992,-0.001267885877798262
993,993,-0.005764372061786538
994,994,-0.003181630471099325
